track_name	album_name	artist_name	genres	release_date	duration_ms	popularity	explicit	is_playable	wks	t10	pk_rank	pk_streams	total_streams
Freaky Squad (feat. Touliver)	Freaky Squad (feat. Touliver)	Rhymastic	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2021-11-30	196800.0	36.0	False	True	33	0	39	93749	2084587
Sucker	Happiness Begins	Jonas Brothers	[]	2019-06-07	181026.0	74.0	False	True	67	5	5	51812	2084526
Chạy Về Khóc Với Anh	Chạy Về Khóc Với Anh	ERIK	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnam indie']	2022-01-26	223658.0	51.0	False	True	25	0	12	175850	2080029
Film out	Film out	BTS	['k-pop']	2021-04-01	214620.0	59.0	False	True	34	1	8	215308	2075087
Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh)	Nơi Mình Dừng Chân (Nhạc Phim Chị Trợ Lý Của Anh)	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2019-01-25	242093.0	43.0	False	True	55	11	3	59846	2068720
Neva Play (feat. RM of BTS)	Neva Play (feat. RM of BTS)	Megan Thee Stallion	[]	2024-09-06	157173.0	67.0	True	True	5	1	5	993862	2059535
Lối Chơi (Interlude)	LOI CHOI: The Neo Pop Punk	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2023-12-17	142588.0	38.0	False	True	9	0	48	342256	2039087
Sour Candy (with BLACKPINK)	Sour Candy (with BLACKPINK)	Lady Gaga	['art pop', 'pop']	2020-05-28	157706.0	58.0	False	True	27	6	1	391575	2032224
Rolling Down (feat. CAPTAIN)	Rap Việt Mùa 3 (2023) - Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-20	214154.0	44.0	False	True	9	1	6	408928	2029901
Whiplash	Whiplash - The 5th Mini Album	aespa	['k-pop']	2024-10-21	183226.0	74.0	False	True	7	0	36	438344	2028337
Kìa Bóng Dáng Ai	Kìa Bóng Dáng Ai	Pháo	['v-pop', 'vinahouse', 'vietnamese hip hop']	2023-01-12	164266.0	36.0	False	True	16	0	43	176398	2023651
Bóng Phù Hoa	Vũ Trụ Cò Bay	Phương Mỹ Chi	['v-pop', 'vietnamese bolero']	2023-09-18	274620.0	43.0	False	True	12	0	37	235875	2020027
Mood (feat. iann dior)	El Dorado	24kGoldn	[]	2021-03-26	140533.0	74.0	True	True	55	0	66	54802	2015378
"Tự Sự - Original Soundtrack from ""Qua Bển Làm Chi"""	"Tự Sự (Original Soundtrack from ""Qua Bển Làm Chi"")"	Orange	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2022-05-20	257000.0	46.0	False	True	33	0	84	89361	2002989
People Pt.2 (feat. IU)	D-DAY	Agust D	['k-pop', 'k-rap']	2023-04-21	213995.0	62.0	False	True	2	2	1	1258341	2001684
Let's Fall in Love for the Night	Blood Harmony	FINNEAS	[]	2019-10-04	190348.0	66.0	True	True	58	0	45	49729	2001170
Save Your Tears (Remix) (with Ariana Grande) - Bonus Track	After Hours (Deluxe)	The Weeknd	[]	2020-03-20	191013.0	77.0	False	True	37	0	107	82389	1996108
ily (i love you baby) (feat. Emilee)	ily (i love you baby) (feat. Emilee)	Surf Mesa	[]	2019-11-26	176546.0	70.0	False	True	54	0	21	66207	1979280
Chân Mây (Live Performance)	Chân Mây (Live Performance)	K-ICM	['v-pop', 'vinahouse', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2022-05-30	241713.0	5.0	False	True	13	4	3	257610	1978734
CỨ ĐỂ ANH TA RỜI ĐI (feat. Dương Domic, Quang Hùng MasterD, Lou Hoàng, Song Luân & Bảo Anh)	"ANH TRAI ""SAY HI"", Tập 7"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-08-05	272926.0	44.0	False	True	11	0	66	248911	1974777
Muộn Màng Là Từ Lúc	Tâm 9	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2017-12-06	235093.0	44.0	False	True	101	6	7	44105	1974759
FRIENDS	FRIENDS	Marshmello	['edm']	2018-02-09	202620.0	72.0	True	True	117	10	2	60981	1968035
Beautiful People (feat. Khalid)	No.6 Collaborations Project	Ed Sheeran	['soft pop']	2019-07-12	197866.0	66.0	False	True	52	3	9	81181	1963877
Tự Tình 2	Tự Tình 2	Trung Quân	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2022-09-22	290976.0	36.0	False	True	22	0	27	157416	1940749
Em Đã Thương Người Ta Hơn Anh	Em Đã Thương Người Ta Hơn Anh	Noo Phước Thịnh	['v-pop', 'vinahouse', 'vietnamese lo-fi']	2020-09-09	291781.0	40.0	False	True	31	0	15	105250	1937929
Có Chơi Có Chịu	421	Karik	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2024-07-11	223852.0	34.0	False	True	18	0	11	233311	1926043
Anti-Hero	Midnights	Taylor Swift	[]	2022-10-21	200690.0	78.0	False	True	17	1	2	362601	1916336
Make It Right	MAP OF THE SOUL : PERSONA	BTS	['k-pop']	2019-04-12	226321.0	60.0	False	True	59	4	2	196609	1905679
Havana (feat. Young Thug)	Camila	Camila Cabello	['pop']	2018-01-12	217306.0	77.0	False	True	107	7	6	43177	1901982
ROXANNE	ROXANNE	Arizona Zervas	[]	2019-10-10	163636.0	69.0	True	True	43	0	22	61902	1901352
Nghe Em	Nghe Em	Thịnh Suy	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2019-10-31	268591.0	36.0	False	True	69	0	108	38814	1894989
Trở Về	THE WXRDIES	Wxrdie	['vietnamese hip hop', 'v-pop']	2024-11-12	194000.0	55.0	True	True	9	0	96	252413	1883479
nàng thơ… trời giấu trời mang đi	dreaAMEE (acoustic version)	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-12-16	262150.0	38.0	False	True	30	0	14	137636	1875925
Believer	Evolve	Imagine Dragons	[]	2017-06-23	204346.0	82.0	False	True	120	0	64	36419	1875442
YOU (feat. AK49)	YOU (feat. AK49)	GPG msmy	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2023-02-02	147692.0	40.0	False	True	19	0	54	156338	1873790
QUA TỪNG KHUNG HÌNH (feat. Hustlang Robber & Ngắn)	RAP VIỆT 2024, Tập 9	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2024-11-18	240000.0	51.0	False	True	7	0	32	440525	1869772
10,000 Hours (with Justin Bieber)	10,000 Hours (with Justin Bieber)	Dan + Shay	['country']	2019-10-04	167693.0	69.0	False	True	44	2	2	111048	1866591
Nắng Ấm Ngang Qua	SKY DECADE	Sơn Tùng M-TP	['v-pop', 'vinahouse', 'vietnamese hip hop']	2022-10-06	195697.0	39.0	False	True	23	0	46	126069	1866213
Đưa Nhau Đi Trốn - Chill Version	Đưa Nhau Đi Trốn (Chill Version)	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2015-09-11	241958.0	53.0	False	True	74	0	81	37487	1865930
ĐĐĐ	LOI CHOI: The Neo Pop Punk	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2023-12-17	217150.0	38.0	False	True	9	0	56	311533	1863742
Dám Rực Rỡ		WeChoice							8	0	50	321736	1862215
Dusk Till Dawn (feat. Sia) - Radio Edit	Icarus Falls	ZAYN	[]	2018-12-14	239000.0	78.0	False	True	134	0	59	28477	1860308
CUA (Live at GENfest 24)	HIEUTHUHAI (Live at GENfest 24)	HIEUTHUHAI	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2025-02-24	191343.0	0.0	True	True	42	0	29	163122	1859368
Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)	Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long / FAST X Soundtrack)	JVKE	[]	2023-06-15	176454.0	57.0	False	True	5	1	3	1062452	1850935
NIGHT DANCER	NIGHT DANCER	imase	['j-pop']	2022-08-19	210948.0	65.0	False	True	20	0	91	133136	1848198
cô ấy của anh ấy	không biết nên vui hay buồn	Bảo Anh	['v-pop', 'vietnamese lo-fi', 'vinahouse', 'vietnamese bolero', 'vietnam indie']	2023-05-21	274576.0	40.0	False	True	12	0	23	282205	1845486
eight(Prod.&Feat. SUGA of BTS)	eight	IU	['k-pop', 'k-ballad']	2020-05-06	167573.0	62.0	False	True	35	5	1	206389	1844189
SO FAR	SO FAR	Binz	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2018-11-01	204602.0	42.0	False	True	52	0	72	42416	1841364
Circles	Hollywood's Bleeding	Post Malone	[]	2019-09-06	215280.0	81.0	False	True	45	2	8	79449	1840037
Đi Tìm Tình Yêu	Đi Tìm Tình Yêu	MONO	['v-pop', 'vietnamese hip hop', 'vinahouse']	2024-08-27	203897.0	47.0	False	True	9	0	61	261361	1836757
Giấc Mơ Của Em - Suy Version	Giấc Mơ Của Em (Suy Version)	MYLINA	['v-pop']	2023-09-21	190500.0	42.0	False	True	13	0	53	181028	1836558
Chỉ Là Không Cùng Nhau (Live Version)		Tăng Phúc							23	0	24	138179	1835107
Yes or No	GOLDEN	Jung Kook	['k-pop']	2023-11-03	147557.0	73.0	False	True	8	0	13	537933	1829253
Thiên Lý Ơi	Thiên Lý Ơi	Jack - J97	['v-pop', 'vietnamese lo-fi', 'vinahouse']	2024-02-22	220108.0	45.0	False	True	10	0	53	260267	1818811
Need to Know	Planet Her	Doja Cat	[]	2021-06-25	210560.0	74.0	True	True	40	0	29	90994	1815305
WAP (feat. Megan Thee Stallion)	WAP (feat. Megan Thee Stallion)	Cardi B	[]	2020-08-07	187541.0	72.0	True	True	37	0	24	85505	1812175
Anh Đã Quen Với Cô Đơn	Anh Đã Quen Với Cô Đơn	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2017-03-14	268178.0	54.0	False	True	21	0	95	192508	1811529
Say So	Hot Pink	Doja Cat	[]	2019-11-07	237893.0	71.0	True	True	38	6	6	84615	1810326
Vinflow	420ent.	Wxrdie	['vietnamese hip hop', 'v-pop']	2023-04-20	168704.0	41.0	True	True	16	0	142	144137	1807882
Badtrip	99%	RPT MCK	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2023-03-02	158559.0	46.0	True	True	14	0	25	258833	1807153
Việt Kiều	LOI CHOI: The Neo Pop Punk	Wren Evans	['v-pop', 'vietnam indie', 'vietnamese hip hop', 'vietnamese lo-fi', 'vinahouse']	2023-12-17	170958.0	36.0	False	True	10	0	57	275083	1803971
Truyền Thái Y (feat. Masew)	Truyền Thái Y (feat. Masew)	Ngô Kiến Huy	['v-pop', 'vinahouse']	2019-08-27	181014.0	36.0	False	True	34	7	2	126403	1798259
If I Can't Have You	Shawn Mendes (Deluxe)	Shawn Mendes	['pop']	2019-06-19	191466.0	68.0	False	True	60	4	5	63582	1797511
Telepathy	BE	BTS	['k-pop']	2020-11-20	202313.0	60.0	False	True	42	1	9	198737	1797321
We Go Hard (feat. JustaTee, Karik, BigDaddy, Andree Right Hand, Suboi, B Ray & Thai VG)	Rap Việt Mùa 3 (2023) - Tập 1	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-05-28	217303.0	37.0	False	True	14	0	64	156852	1796702
Muốn anh đau	TO LOVE AND BE LOVED	Winno	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2024-02-14	340724.0	48.0	False	True	12	0	106	179034	1788583
Từ Chối Hiểu (feat. Quang Anh Rhyder)	Rap Việt Mùa 3 (2023) - Tập 13	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-20	204800.0	45.0	False	True	10	0	21	290681	1777976
Chuyện Chúng Ta Sau Này	Chuyện Chúng Ta Sau Này	Hải Đăng Doo	['v-pop']	2023-03-25	245778.0	57.0	False	True	8	0	59	321176	1774062
wish you were gay	WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?	Billie Eilish	[]	2019-03-29	221543.0	71.0	False	True	69	2	7	44120	1772409
Chán Gái 707	Chán Gái 707	Low G	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2020-09-29	216438.0	48.0	False	True	23	0	76	125857	1772300
GOODBYE ROCKY	GOODBYE ROCKY	Dangrangto	['vietnamese hip hop', 'v-pop']	2024-04-04	298254.0	53.0	False	True	11	0	119	170685	1770138
DDU-DU DDU-DU	SQUARE UP	BLACKPINK	['k-pop']	2018-06-15	209355.0	61.0	False	True	80	2	1	94526	1767326
DÂU TẰM	FLVR	tlinh	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse']	2024-09-18	160463.0	49.0	True	True	8	0	65	279292	1761743
i'm so tired...	~how i'm feeling~	Lauv	[]	2020-03-06	162586.0	67.0	False	True	73	4	8	38773	1761621
Shallow	A Star Is Born Soundtrack	Lady Gaga	['art pop', 'pop']	2018-10-05	215733.0	79.0	False	True	79	7	1	48874	1757211
My Time	MAP OF THE SOUL : 7	BTS	['k-pop']	2020-02-21	234457.0	60.0	False	True	39	2	6	238322	1752452
Run After Two Hares, Catch None		Hoàng Thùy Linh							39	3	5	134694	1750851
để quên	để quên	Ngọt	['vietnam indie', 'v-pop', 'vietnamese hip hop']	2021-04-21	170666.0	47.0	False	True	19	0	33	126036	1749424
Like This	Like This	ICM	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vinahouse', 'vietnamese hip hop']	2022-01-10	177229.0	1.0	False	True	15	2	3	203882	1742150
Talking to the Moon	Doo-Wops & Hooligans	Bruno Mars	[]	2010-05-11	217866.0	80.0	False	True	35	0	42	93537	1740571
I Like You (A Happier Song) (with Doja Cat)	Twelve Carat Toothache	Post Malone	[]	2022-06-03	192840.0	72.0	True	True	20	0	14	165247	1739313
The Truth Untold (feat. Steve Aoki)	Love Yourself 轉 'Tear'	BTS	['k-pop']	2018-05-18	242292.0	61.0	False	True	93	4	2	105285	1737385
Nếu Anh Đi	Tâm 9	Mỹ Tâm	['v-pop', 'vietnamese bolero', 'vietnam indie']	2017-12-06	251893.0	40.0	False	True	101	4	9	38446	1732358
Người Ta Thành Đôi Hết Rồi	Người Ta Thành Đôi Hết Rồi	The Sheep	['vietnam indie', 'v-pop']	2019-08-29	164571.0	16.0	False	True	26	0	104	78929	1729492
TOO MUCH	TOO MUCH	The Kid LAROI	[]	2023-10-19	203894.0	61.0	True	True	3	1	6	1038600	1719287
tâm	sinh	Mer	['vietnam indie', 'v-pop']	2023-06-16	108235.0	40.0	False	True	13	0	141	153124	1712544
Love Yourself	Purpose (Deluxe)	Justin Bieber	[]	2015-11-13	233720.0	80.0	False	True	123	0	79	30775	1711772
Drama	Drama - The 4th Mini Album	aespa	['k-pop']	2023-11-10	214973.0	75.0	False	True	12	0	51	245082	1708574
Gu - Cukak Remix	Gu (Cukak Remix)	Freaky	['v-pop', 'vietnamese hip hop', 'vinahouse', 'vietnamese lo-fi']	2021-07-14	177491.0	35.0	True	True	46	0	90	44908	1706404
As If It's Your Last	As If It's Your Last	BLACKPINK	['k-pop']	2017-06-22	213264.0	71.0	False	True	107	0	52	95370	1691058
HOME	MAP OF THE SOUL : PERSONA	BTS	['k-pop']	2019-04-12	234177.0	63.0	False	True	58	3	3	196437	1684306
Miền Mộng Mị	MỘNGMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2024-08-02	166920.0	44.0	False	True	6	0	21	396046	1675621
Falling	Nicotine	Trevor Daniel	[]	2020-03-26	159381.0	71.0	False	True	44	0	30	56861	1674455
đen đá không đường	dreaAMEE	AMEE	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2020-06-20	180500.0	46.0	False	True	17	0	97	144703	1672754
You Need To Calm Down	Lover	Taylor Swift	[]	2019-08-23	171360.0	73.0	False	True	44	5	2	122075	1672358
Closer	Closer	The Chainsmokers	[]	2016-07-29	244960.0	82.0	False	True	120	0	72	23472	1670452
Đừng Như Thói Quen	Đừng Như Thói Quen	JayKii	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2019-06-11	266196.0	43.0	False	True	31	0	112	70581	1669243
Nham Mat Thay Mua He OST - Original	Nham Mat Thay Mua He OST (Original)	Nguyên Hà	['v-pop', 'vietnam indie']	2018-06-06	282907.0	35.0	False	True	84	0	48	38736	1668782
Yummy	Changes	Justin Bieber	[]	2020-02-14	208520.0	64.0	False	True	29	6	6	116497	1665131
Too Good At Goodbyes	The Thrill Of It All (Special Edition)	Sam Smith	['soft pop']	2017-11-03	201000.0	78.0	False	True	107	0	29	28705	1663046
Stay	BE	BTS	['k-pop']	2020-11-20	204800.0	56.0	False	True	37	1	10	195987	1657266
Ghost	Justice	Justin Bieber	[]	2021-03-19	153190.0	79.0	False	True	37	0	81	57852	1649635
Trampoline (with ZAYN)	Melt (Deluxe)	SHAED	[]	2019-12-27	184280.0	62.0	False	True	53	0	28	50940	1643627
My You	My You	Jung Kook	['k-pop']	2022-06-13	165070.0	66.0	False	True	5	2	4	577121	1632701
Symphony (feat. Zara Larsson)	What Is Love? (Deluxe Edition)	Clean Bandit	[]	2018-11-30	212733.0	74.0	False	True	121	0	75	22307	1625397
Dẫu Có Lỗi Lầm	Anh Trai Vượt Ngàn Chông Gai 2024 - Công Diễn 2	Bằng Kiều	['vietnamese bolero', 'v-pop', 'bolero']	2024-08-03	314000.0	49.0	False	True	8	0	41	317012	1625080
everything i wanted	everything i wanted	Billie Eilish	[]	2019-11-13	245425.0	80.0	False	True	33	4	3	118716	1623498
Phố Đã Lên Đèn	Phố Đã Lên Đèn	Huyền Tâm Môn	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2021-03-21	286588.0	44.0	False	True	36	0	86	58820	1618119
Something Just Like This	Memories...Do Not Open	The Chainsmokers	[]	2017-04-07	247160.0	84.0	False	True	119	0	69	21884	1616048
Intro : Persona	MAP OF THE SOUL : PERSONA	BTS	['k-pop']	2019-04-12	171023.0	51.0	False	True	25	3	1	533288	1614815
Spring Day	You Never Walk Alone	BTS	['k-pop']	2017-02-13	274097.0	69.0	False	True	74	1	7	322933	1613476
Nỗi Đau Đính Kèm	Nỗi Đau Đính Kèm	Anh Tú Atus	['v-pop', 'vietnamese hip hop']	2024-12-10	197142.0	53.0	False	True	9	0	137	199219	1612317
Bad Liar	Origins (Deluxe)	Imagine Dragons	[]	2018-11-09	260773.0	76.0	False	True	63	0	13	46020	1611891
Phi Hành Gia (feat. Sugar Cane & Kain)	Phi Hành Gia (feat. Sugar Cane & Kain)	Renja	['vietnamese hip hop', 'v-pop', 'vinahouse']	2023-03-16	345342.0	33.0	False	True	24	0	33	93816	1604832
Still Life	Still Life	BIGBANG	['k-pop']	2022-04-05	188369.0	62.0	False	True	10	3	2	464740	1604669
I AM	I've IVE	IVE	['k-pop']	2023-04-10	183853.0	70.0	False	True	12	0	27	242112	1600697
điều vô tri nhất	điều vô tri nhất	Kai Đinh	['v-pop', 'vietnamese lo-fi', 'vietnam indie']	2024-06-25	229894.0	40.0	False	True	9	0	81	215995	1589583
Hero (feat. Christina Perri)	Blood, Sweat & 3 Years	Cash Cash	['edm']	2016-06-24	197840.0	56.0	False	True	40	0	94	48239	1588722
Chỉ Còn Ta Và Ta Giữa Trời	Chỉ Còn Ta Và Ta Giữa Trời	D Blue	['vietnamese lo-fi', 'vietnamese hip hop', 'v-pop', 'vietnam indie']	2021-03-27	186816.0	48.0	False	True	16	0	151	147357	1586481
chẳng giống giáng sinh	chẳng giống giáng sinh	Lu	['v-pop', 'vietnamese hip hop', 'vietnam indie']	2021-12-05	192023.0	46.0	False	True	15	0	65	233156	1583502
Last Christmas	LAST CHRISTMAS	Wham!	['christmas']	1984-11-29	262960.0	76.0	False	True	26	0	13	142900	1583225
Tình Yêu Đến Sau	Tình Yêu Đến Sau	Myra Trần	['v-pop', 'vietnam indie']	2022-11-21	271399.0	38.0	False	True	16	0	62	117047	1580449
Ai muốn nghe không	Ai muốn nghe không	Đen	['v-pop', 'vietnamese hip hop', 'vietnam indie', 'vietnamese lo-fi']	2022-06-12	307500.0	34.0	False	True	19	2	9	221243	1575866
Yêu Thầm	Yêu Thầm	Hoàng Yến Chibi	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie']	2021-07-04	252500.0	34.0	False	True	17	0	14	171385	1566282
Fly To My Room	BE	BTS	['k-pop']	2020-11-20	222242.0	55.0	False	True	34	1	6	219842	1564536
Em Có Nghe	Em Có Nghe	Kha	['v-pop', 'vietnamese lo-fi', 'vietnam indie', 'vietnamese hip hop', 'vinahouse']	2022-02-26	255129.0	48.0	False	True	47	0	57	44801	1563719
Cần Gì Hơn - Teddy Doox Remix	Cần Gì Hơn (The Remixes)	Tiên Tiên	['v-pop', 'vietnam indie', 'vinahouse', 'vietnamese lo-fi']	2020-03-20	152258.0	42.0	False	True	35	1	3	116766	1562439
vampire	GUTS	Olivia Rodrigo	[]	2023-09-08	219724.0	80.0	True	True	10	0	13	341402	1560767
The Happiest Girl	BORN PINK	BLACKPINK	['k-pop']	2022-09-16	222025.0	54.0	False	True	8	1	4	721623	1553332
I Love You So	I Love You So	The Walters	[]	2014-11-28	160239.0	83.0	False	True	34	0	122	124083	1546512
boyfriend (with Social House)	boyfriend	Ariana Grande	['pop']	2019-08-02	186106.0	74.0	True	True	45	3	3	118702	1539449
Chỉ Muốn Bên Em Lúc Này (Lofi Ver.)	Lâu Phai #2	Orinn	['vinahouse', 'vietnamese lo-fi', 'v-pop', 'lo-fi']	2021-01-25	264645.0	40.0	False	True	41	0	118	50233	1535816
Back To You - From 13 Reasons Why – Season 2 Soundtrack	Back To You (From 13 Reasons Why – Season 2 Soundtrack)	Selena Gomez	['pop']	2018-05-10	207904.0	69.0	False	True	93	5	6	34663	1530796
Thiêu Thân	Thiêu Thân	B Ray	['vietnamese hip hop', 'v-pop', 'vinahouse', 'vietnam indie']	2022-06-18	198788.0	50.0	False	True	16	0	16	171246	1528683
Polaroid Love	DIMENSION : ANSWER	ENHYPEN	['k-pop']	2022-01-10	184601.0	68.0	False	True	23	0	29	112556	1526959
Nu Cep	THE WXRDIES	Wxrdie	['vietnamese hip hop', 'v-pop']	2024-11-12	155428.0	53.0	True	True	9	0	175	183604	1522801
Người Miền Núi Chất (feat. Double2T)	Rap Việt Mùa 3 (2023) - Tập 12	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-13	240849.0	36.0	False	True	10	0	61	187179	1518298
Anh Không Cố Ý (feat. Limitlxss & Ogenus)	Rap Việt Mùa 3 - Vòng 2	RAP VIỆT	['vietnamese hip hop', 'v-pop']	2023-08-09	255278.0	33.0	False	True	9	0	21	260481	1517669
Wolves	Wolves	Selena Gomez	['pop']	2017-10-25	197993.0	73.0	False	True	102	0	14	36794	1516950
You Right	Planet Her	Doja Cat	[]	2021-06-25	186173.0	73.0	True	True	32	0	13	159258	1514397
DARARI	THE SECOND STEP : CHAPTER ONE	TREASURE	['k-pop']	2022-02-15	220716.0	62.0	False	True	21	0	19	143020	1513873
MILLION DOLLAR BABY	MILLION DOLLAR BABY	Tommy Richman	[]	2024-04-26	155151.0	84.0	False	True	10	0	84	190999	1511861
Cảm Ơn Và Xin Lỗi	Cảm Ơn Và Xin Lỗi	Chillies	['v-pop', 'vietnam indie', 'vietnamese lo-fi', 'vietnamese hip hop']	2019-07-25	316285.0	45.0	False	True	59	0	57	37727	1510786
We are Bulletproof : the Eternal	MAP OF THE SOUL : 7	BTS	['k-pop']	2020-02-21	261542.0	61.0	False	True	35	3	6	229412	1510199
CHÀNG KHỜ THUỶ CUNG (feat. Negav & GREY D)	"ANH TRAI ""SAY HI"", Tập 12"	"ANH TRAI ""SAY HI"""	['v-pop', 'vietnamese hip hop']	2024-09-02	309473.0	42.0	False	True	7	0	53	291815	1510144
Cookie	NewJeans 1st EP 'New Jeans'	NewJeans	['k-pop']	2022-08-01	235562.0	67.0	False	True	20	0	50	107857	1510019
Lonely (with benny blanco)	Justice	Justin Bieber	[]	2021-03-19	149189.0	67.0	True	True	27	0	15	101375	1506947
Photograph	x (Deluxe Edition)	Ed Sheeran	['soft pop']	2014-06-21	258986.0	81.0	False	True	107	0	47	22153	1505743
Sáng Mắt Chưa	Sáng Mắt Chưa	Trúc Nhân	['v-pop', 'vietnam indie']	2019-08-06	208117.0	37.0	False	True	36	4	6	70677	1504341
LIKE THAT	BABYMONS7ER	BABYMONSTER	['k-pop']	2024-04-01	168358.0	71.0	False	True	11	0	110	178359	1500289
Hoa Cỏ Lau	Hoa Cỏ Lau	Phong Max	['vinahouse', 'v-pop', 'vietnamese lo-fi']	2023-04-25	210820.0	39.0	False	True	13	0	77	140617	1499766
Starboy	Starboy	The Weeknd	[]	2016-11-25	230453.0	85.0	True	True	15	0	140	147063	1496867
GODS	GODS	League of Legends	[]	2023-10-04	220878.0	69.0	False	True	8	0	43	264959	1494551
Nếu Ngày Ấy	Nếu Ngày Ấy	SOOBIN	['v-pop', 'vietnamese hip hop', 'vietnamese lo-fi', 'vietnam indie', 'vinahouse']	2019-07-22	292693.0	54.0	False	True	9	0	152	194609	1492756
NEURON (with Gaeko & YOON MIRAE)	HOPE ON THE STREET VOL.1	j-hope	['k-pop', 'k-rap']	2024-03-29	273290.0	73.0	False	True	5	1	4	872664	1489914
FEVER	MEDICINE	Coldzy	['vietnamese hip hop', 'v-pop', 'vietnam indie']	2024-06-03	260073.0	46.0	False	True	10	0	76	201277	1484904
ANTIFRAGILE	UNFORGIVEN	LE SSERAFIM	['k-pop']	2023-05-01	184444.0	71.0	False	True	18	0	87	98321	1481751
bao tiền một mớ bình yên?	SỐ KHÔNG	14 Casper	['v-pop', 'vietnam indie', 'vietnamese lo-fi']	2023-03-03	300000.0	55.0	False	True	45	0	144	43135	1479753
Made You Look	Takin' It Back	Meghan Trainor	[]	2022-10-21	134256.0	75.0	False	True	13	0	21	184130	1476955
Treat You Better	Illuminate	Shawn Mendes	['pop']	2017-04-20	187973.0	80.0	False	True	98	0	62	25724	1468896
